Date,HomeTeam,AwayTeam,HomeAverageAge,AwayAverageAge,HomeAverageValue,AwayAverageValue
19/12/2015,Chelsea,Sunderland,27,27,21727272,3363636
19/12/2015,Everton,Leicester,26,28,12681818,6590909
19/12/2015,Man United,Norwich,26,27,22636363,3227272
19/12/2015,Newcastle,Aston Villa,26,26,5863636,4454545
19/12/2015,Southampton,Tottenham,26,24,6727272,20727272
19/12/2015,Stoke,Crystal Palace,26,27,7136363,4727272
19/12/2015,West Brom,Bournemouth,29,27,2954545,2954545
20/12/2015,Swansea,West Ham,28,27,3500000,3836363
20/12/2015,Watford,Liverpool,27,25,3954545,18909090
21/12/2015,Arsenal,Man City,27,28,14000000,17181818
26/12/2015,Aston Villa,West Ham,26,26,4772727,5454545
26/12/2015,Bournemouth,Crystal Palace,27,27,2954545,3772727
26/12/2015,Chelsea,Watford,27,28,21636363,3954545
26/12/2015,Liverpool,Leicester,24,27,20181818,7090909
26/12/2015,Man City,Sunderland,27,27,22454545,1772727
26/12/2015,Newcastle,Everton,25,27,6500000,13590909
26/12/2015,Southampton,Arsenal,26,27,6454545,14000000
26/12/2015,Stoke,Man United,27,25,6772727,22000000
26/12/2015,Swansea,West Brom,28,30,3909090,3318181
26/12/2015,Tottenham,Norwich,24,26,20727272,3318181
28/12/2015,Arsenal,Bournemouth,25,27,12909090,2227272
28/12/2015,Crystal Palace,Swansea,28,26,5045454,5500000
28/12/2015,Everton,Stoke,25,27,12136363,6772727
28/12/2015,Man United,Chelsea,26,26,25000000,23545454
28/12/2015,Norwich,Aston Villa,27,26,3590909,4636363
28/12/2015,Watford,Tottenham,27,24,4227272,18272727
28/12/2015,West Brom,Newcastle,30,25,2954545,6727272
28/12/2015,West Ham,Southampton,27,27,5454545,7272727
29/12/2015,Leicester,Man City,27,27,6409090,20363636
30/12/2015,Sunderland,Liverpool,27,24,3000000,21636363
2/01/2016,Arsenal,Newcastle,27,25,13272727,6136363
2/01/2016,Leicester,Bournemouth,27,27,7136363,2409090
2/01/2016,Man United,Swansea,26,28,25000000,3772727
2/01/2016,Norwich,Southampton,27,26,3272727,7818181
2/01/2016,Sunderland,Aston Villa,28,26,2409090,4681818
2/01/2016,Watford,Man City,28,27,3954545,20363636
2/01/2016,West Brom,Stoke,30,27,3181818,6772727
2/01/2016,West Ham,Liverpool,26,24,6454545,19090909
3/01/2016,Crystal Palace,Chelsea,27,26,3636363,22090909
3/01/2016,Everton,Tottenham,27,23,12409090,21181818
12/01/2016,Aston Villa,Crystal Palace,25,27,4295454,5454545
12/01/2016,Bournemouth,West Ham,26,27,3045454,8454545
12/01/2016,Newcastle,Man United,25,25,6136363,22636363
13/01/2016,Chelsea,West Brom,27,29,18272727,3045454
13/01/2016,Liverpool,Arsenal,25,27,17090909,14000000
13/01/2016,Man City,Everton,28,27,11727272,12909090
13/01/2016,Southampton,Watford,25,28,6909090,3590909
13/01/2016,Stoke,Norwich,27,28,6000000,2590909
13/01/2016,Swansea,Sunderland,27,28,4000000,3272727
13/01/2016,Tottenham,Leicester,23,27,21181818,7318181
16/01/2016,Aston Villa,Leicester,25,27,4295454,7318181
16/01/2016,Bournemouth,Norwich,27,27,2681818,2590909
16/01/2016,Chelsea,Everton,27,27,18545454,13090909
16/01/2016,Man City,Crystal Palace,27,27,13636363,5272727
16/01/2016,Newcastle,West Ham,25,26,8318181,7545454
16/01/2016,Southampton,West Brom,25,29,6818181,2681818
16/01/2016,Tottenham,Sunderland,24,28,20454545,2727272
17/01/2016,Liverpool,Man United,26,25,17545454,22636363
17/01/2016,Stoke,Arsenal,27,27,6000000,14000000
18/01/2016,Swansea,Watford,28,27,4136363,3863636
23/01/2016,Crystal Palace,Tottenham,27,24,5272727,18272727
23/01/2016,Leicester,Stoke,27,27,7318181,6454545
23/01/2016,Man United,Southampton,24,25,21727272,8636363
23/01/2016,Norwich,Liverpool,27,25,4545454,16454545
23/01/2016,Sunderland,Bournemouth,28,27,3272727,2681818
23/01/2016,Watford,Newcastle,27,24,4045454,8136363
23/01/2016,West Brom,Aston Villa,29,26,2681818,4022727
23/01/2016,West Ham,Man City,27,29,7909090,11545454
24/01/2016,Arsenal,Chelsea,27,27,14000000,19636363
24/01/2016,Everton,Swansea,26,28,13863636,3772727
2/02/2016,Arsenal,Southampton,27,25,11636363,7818181
2/02/2016,Crystal Palace,Bournemouth,28,27,3636363,2863636
2/02/2016,Leicester,Liverpool,27,25,7318181,18727272
2/02/2016,Man United,Stoke,25,28,19909090,4909090
2/02/2016,Norwich,Tottenham,27,24,3909090,17636363
2/02/2016,Sunderland,Man City,27,29,3363636,8181818
2/02/2016,West Brom,Swansea,29,28,2954545,3772727
2/02/2016,West Ham,Aston Villa,27,26,6818181,4659090
3/02/2016,Everton,Newcastle,26,25,10636363,8454545
3/02/2016,Watford,Chelsea,28,27,3727272,19636363
6/02/2016,Aston Villa,Norwich,26,28,4340909,3909090
6/02/2016,Liverpool,Sunderland,25,26,18363636,2681818
6/02/2016,Man City,Leicester,28,27,14363636,7318181
6/02/2016,Newcastle,West Brom,26,29,9181818,3318181
6/02/2016,Southampton,West Ham,26,27,7363636,8181818
6/02/2016,Stoke,Everton,26,26,7409090,10636363
6/02/2016,Swansea,Crystal Palace,28,28,4318181,4909090
6/02/2016,Tottenham,Watford,24,27,17818181,3136363
7/02/2016,Bournemouth,Arsenal,27,27,2863636,10909090
7/02/2016,Chelsea,Man United,27,25,19636363,19909090
13/02/2016,Bournemouth,Stoke,27,27,2681818,6818181
13/02/2016,Chelsea,Newcastle,27,26,24363636,9181818
13/02/2016,Crystal Palace,Watford,27,27,5454545,4000000
13/02/2016,Everton,West Brom,26,28,10636363,4136363
13/02/2016,Norwich,West Ham,28,26,4045454,7409090
13/02/2016,Sunderland,Man United,27,25,2636363,21272727
13/02/2016,Swansea,Southampton,28,26,4318181,6909090
14/02/2016,Arsenal,Leicester,27,27,11727272,7318181
14/02/2016,Aston Villa,Liverpool,26,25,4340909,19909090
14/02/2016,Man City,Tottenham,28,24,15181818,17636363
27/02/2016,Leicester,Norwich,27,26,7500000,4454545
27/02/2016,Southampton,Chelsea,26,26,8090909,20636363
27/02/2016,Stoke,Aston Villa,27,26,7227272,4068181
27/02/2016,Watford,Bournemouth,28,27,4500000,3045454
27/02/2016,West Brom,Crystal Palace,29,27,3590909,5590909
27/02/2016,West Ham,Sunderland,26,27,7409090,2636363
28/02/2016,Man United,Arsenal,24,26,19045454,13181818
28/02/2016,Tottenham,Swansea,23,28,19818181,4045454
1/03/2016,Aston Villa,Everton,27,26,4272727,11000000
1/03/2016,Bournemouth,Southampton,27,25,2681818,6636363
1/03/2016,Leicester,West Brom,28,29,7636363,3681818
1/03/2016,Norwich,Chelsea,27,25,3545454,23000000
1/03/2016,Sunderland,Crystal Palace,27,27,3045454,6681818
2/03/2016,Arsenal,Swansea,26,27,11545454,3454545
2/03/2016,Liverpool,Man City,25,28,16272727,15181818
2/03/2016,Man United,Watford,23,29,21136363,3818181
2/03/2016,Stoke,Newcastle,27,25,7227272,8909090
2/03/2016,West Ham,Tottenham,26,24,7727272,18500000
5/03/2016,Chelsea,Stoke,25,26,21090909,7045454
5/03/2016,Everton,West Ham,25,25,13318181,7681818
5/03/2016,Man City,Aston Villa,29,27,12545454,4727272
5/03/2016,Newcastle,Bournemouth,25,27,7272727,2727272
5/03/2016,Southampton,Sunderland,26,26,7272727,3318181
5/03/2016,Swansea,Norwich,28,27,4318181,4136363
5/03/2016,Tottenham,Arsenal,24,25,19818181,10090909
5/03/2016,Watford,Leicester,28,28,3409090,7318181
6/03/2016,Crystal Palace,Liverpool,28,24,5909090,17363636
6/03/2016,West Brom,Man United,29,25,3681818,20090909
12/03/2016,Bournemouth,Swansea,27,27,2727272,5181818
12/03/2016,Norwich,Man City,27,29,3727272,12545454
12/03/2016,Stoke,Southampton,27,26,7772727,8454545
13/03/2016,Aston Villa,Tottenham,26,24,5045454,19818181
14/03/2016,Leicester,Newcastle,28,25,7318181,8590909
19/03/2016,Chelsea,West Ham,27,26,12727272,8636363
19/03/2016,Crystal Palace,Leicester,28,28,5954545,7318181
19/03/2016,Everton,Arsenal,26,25,12227272,8454545
19/03/2016,Swansea,Aston Villa,27,27,3954545,5000000
19/03/2016,Watford,Stoke,28,27,3727272,6227272
19/03/2016,West Brom,Norwich,29,27,3772727,4136363
20/03/2016,Man City,Man United,29,25,13909090,20272727
20/03/2016,Newcastle,Sunderland,24,26,9727272,3863636
20/03/2016,Southampton,Liverpool,27,24,8181818,16727272
20/03/2016,Tottenham,Bournemouth,24,27,19818181,2681818
2/04/2016,Arsenal,Watford,25,27,8454545,3636363
2/04/2016,Aston Villa,Chelsea,27,25,4318181,7227272
2/04/2016,Bournemouth,Man City,27,28,2454545,14636363
2/04/2016,Liverpool,Tottenham,25,24,19636363,17636363
2/04/2016,Norwich,Newcastle,27,26,4227272,8227272
2/04/2016,Stoke,Swansea,27,29,5340909,4590909
2/04/2016,Sunderland,West Brom,26,28,3454545,4636363
2/04/2016,West Ham,Crystal Palace,26,28,8545454,4818181
3/04/2016,Leicester,Southampton,28,26,7318181,6909090
3/04/2016,Man United,Everton,25,25,20272727,14136363
9/04/2016,Aston Villa,Bournemouth,26,28,3818181,2636363
9/04/2016,Crystal Palace,Norwich,28,27,5681818,4227272
9/04/2016,Man City,West Brom,28,28,10818181,4272727
9/04/2016,Southampton,Newcastle,26,24,8545454,9500000
9/04/2016,Swansea,Chelsea,27,25,5181818,8590909
9/04/2016,Watford,Everton,29,26,4045454,13545454
9/04/2016,West Ham,Arsenal,26,25,8181818,8454545
10/04/2016,Liverpool,Stoke,26,27,12909090,6159090
10/04/2016,Sunderland,Leicester,26,28,3454545,7318181
10/04/2016,Tottenham,Man United,24,24,21272727,18909090
13/04/2016,Crystal Palace,Everton,28,26,5681818,13227272
16/04/2016,Chelsea,Man City,26,28,14727272,15818181
16/04/2016,Everton,Southampton,26,26,6863636,8545454
16/04/2016,Man United,Aston Villa,25,27,22727272,4000000
16/04/2016,Newcastle,Swansea,25,27,6500000,5181818
16/04/2016,Norwich,Sunderland,27,26,4045454,3454545
16/04/2016,West Brom,Watford,28,28,4090909,3272727
17/04/2016,Arsenal,Crystal Palace,25,28,8818181,5545454
17/04/2016,Bournemouth,Liverpool,27,24,2272727,8168181
17/04/2016,Leicester,West Ham,28,26,7318181,8909090
18/04/2016,Stoke,Tottenham,28,24,6818181,21272727
19/04/2016,Newcastle,Man City,25,28,4681818,15000000
20/04/2016,Liverpool,Everton,25,26,18454545,14681818
20/04/2016,Man United,Crystal Palace,25,29,22181818,4636363
20/04/2016,West Ham,Watford,26,29,8545454,1636363
21/04/2016,Arsenal,West Brom,26,28,11272727,4636363
23/04/2016,Aston Villa,Southampton,27,26,3909090,9545454
23/04/2016,Bournemouth,Chelsea,28,27,2636363,20545454
23/04/2016,Liverpool,Newcastle,26,25,12977272,4681818
23/04/2016,Man City,Stoke,28,28,9363636,5681818
24/04/2016,Leicester,Swansea,28,28,6681818,4545454
24/04/2016,Sunderland,Arsenal,26,26,3454545,11272727
25/04/2016,Tottenham,West Brom,25,29,21272727,2500000
30/04/2016,Arsenal,Norwich,26,28,11272727,3181818
30/04/2016,Everton,Bournemouth,26,27,11136363,2681818
30/04/2016,Newcastle,Crystal Palace,25,28,6500000,5863636
30/04/2016,Stoke,Sunderland,28,26,6704545,3454545
30/04/2016,Watford,Aston Villa,28,26,3590909,3977272
30/04/2016,West Brom,West Ham,28,26,2681818,8545454
1/05/2016,Man United,Leicester,26,28,18363636,6681818
1/05/2016,Southampton,Man City,26,26,9090909,17909090
1/05/2016,Swansea,Liverpool,28,23,4545454,10063636
2/05/2016,Chelsea,Tottenham,28,25,16363636,19454545
7/05/2016,Aston Villa,Newcastle,27,25,3477272,6500000
7/05/2016,Bournemouth,West Brom,28,28,3045454,2681818
7/05/2016,Crystal Palace,Stoke,27,28,5590909,6704545
7/05/2016,Leicester,Everton,28,24,6590909,14363636
7/05/2016,Norwich,Man United,28,26,3181818,21090909
7/05/2016,Sunderland,Chelsea,26,28,3454545,22272727
7/05/2016,West Ham,Swansea,26,26,9090909,3090909
8/05/2016,Liverpool,Watford,24,28,11909090,3409090
8/05/2016,Man City,Arsenal,27,26,12727272,12727272
8/05/2016,Tottenham,Southampton,24,26,20136363,9090909
10/05/2016,West Ham,Man United,26,25,8636363,24545454
11/05/2016,Liverpool,Chelsea,26,26,18636363,16909090
11/05/2016,Norwich,Watford,28,28,4318181,3409090
11/05/2016,Sunderland,Everton,26,25,3454545,14681818
15/05/2016,Arsenal,Aston Villa,27,26,13181818,3068181
15/05/2016,Chelsea,Leicester,26,27,20000000,6409090
15/05/2016,Everton,Norwich,26,28,11272727,3772727
15/05/2016,Newcastle,Tottenham,25,24,7954545,19590909
15/05/2016,Southampton,Crystal Palace,26,29,8545454,2909090
15/05/2016,Stoke,West Ham,28,26,6045454,7090909
15/05/2016,Swansea,Man City,27,27,2727272,12727272
15/05/2016,Watford,Sunderland,28,25,3136363,2454545
15/05/2016,West Brom,Liverpool,28,24,2681818,6554545
17/05/2016,Man United,Bournemouth,25,27,18454545,2727272
14/08/2016,Arsenal,Liverpool,24,25,13181818,20681818
14/08/2016,Bournemouth,Man United,26,26,4818181,22636363
13/08/2016,Burnley,Swansea,27,27,5090909,3886363
15/08/2016,Chelsea,West Ham,27,27,25090909,6727272
13/08/2016,Crystal Palace,West Brom,27,29,5045454,6145454
13/08/2016,Everton,Tottenham,27,25,10681818,33181818
13/08/2016,Hull,Leicester,27,27,4681818,10000000
13/08/2016,Man City,Sunderland,28,26,20045454,4113636
13/08/2016,Middlesbrough,Stoke,27,28,2750000,6068181
13/08/2016,Southampton,Watford,25,29,10000000,3863636
20/08/2016,Leicester,Arsenal,28,26,9636363,11909090
12/03/2017,Liverpool,Burnley,26,28,18045454,5318181
19/08/2016,Man United,Southampton,26,25,26727272,9545454
20/08/2016,Stoke,Man City,28,28,6068181,19227272
21/08/2016,Sunderland,Middlesbrough,25,27,5568181,2295454
20/08/2016,Swansea,Hull,26,27,6068181,4681818
20/08/2016,Tottenham,Crystal Palace,25,27,28454545,4954545
20/08/2016,Watford,Chelsea,29,27,3863636,24727272
20/08/2016,West Brom,Everton,29,27,6145454,10681818
21/08/2016,West Ham,Bournemouth,26,26,6227272,4727272
27/08/2016,Chelsea,Burnley,27,27,25090909,5500000
27/08/2016,Crystal Palace,Bournemouth,28,26,7909090,4727272
27/08/2016,Everton,Stoke,28,29,16045454,6250000
27/08/2016,Hull,Man United,27,26,4681818,26727272
27/08/2016,Leicester,Swansea,28,26,9181818,6068181
28/08/2016,Man City,West Ham,28,26,19409090,6727272
27/08/2016,Southampton,Sunderland,25,25,9909090,7250000
27/08/2016,Tottenham,Liverpool,25,26,31363636,22818181
27/08/2016,Watford,Arsenal,29,26,4136363,10545454
28/08/2016,West Brom,Middlesbrough,27,27,3840909,2340909
10/09/2016,Arsenal,Southampton,27,26,10818181,12090909
10/09/2016,Bournemouth,West Brom,27,27,4681818,7659090
10/09/2016,Burnley,Hull,27,27,5227272,4681818
10/09/2016,Liverpool,Leicester,26,28,19636363,9181818
10/09/2016,Man United,Man City,26,27,25545454,22000000
10/09/2016,Middlesbrough,Crystal Palace,27,27,2681818,8227272
10/09/2016,Stoke,Tottenham,28,24,10477272,29454545
12/09/2016,Sunderland,Everton,24,28,7250000,15590909
11/09/2016,Swansea,Chelsea,26,27,6113636,25090909
10/09/2016,West Ham,Watford,26,29,9500000,5909090
16/09/2016,Chelsea,Liverpool,27,26,27727272,21181818
18/09/2016,Crystal Palace,Stoke,27,29,8772727,9204545
17/09/2016,Everton,Middlesbrough,28,27,15590909,2704545
17/09/2016,Hull,Arsenal,27,27,4681818,11727272
17/09/2016,Leicester,Burnley,27,27,9909090,5636363
17/09/2016,Man City,Bournemouth,27,27,16090909,7045454
18/09/2016,Southampton,Swansea,26,26,12000000,5840909
18/09/2016,Tottenham,Sunderland,25,25,26545454,6818181
18/09/2016,Watford,Man United,29,25,5454545,25272727
17/09/2016,West Brom,West Ham,28,26,5181818,9000000
24/09/2016,Arsenal,Chelsea,27,27,11727272,25727272
24/09/2016,Bournemouth,Everton,27,28,7227272,14954545
26/09/2016,Burnley,Watford,27,29,4863636,5227272
24/09/2016,Liverpool,Hull,25,27,21227272,6227272
24/09/2016,Man United,Leicester,25,27,26818181,9909090
24/09/2016,Middlesbrough,Tottenham,27,25,5227272,24727272
24/09/2016,Stoke,West Brom,28,28,11045454,4636363
24/09/2016,Sunderland,Crystal Palace,26,28,7727272,8136363
24/09/2016,Swansea,Man City,28,27,6090909,19545454
25/09/2016,West Ham,Southampton,27,26,9090909,11454545
2/10/2016,Burnley,Arsenal,27,26,4863636,13545454
30/09/2016,Everton,Crystal Palace,28,27,15227272,8409090
1/10/2016,Hull,Chelsea,27,26,6863636,29181818
2/10/2016,Leicester,Southampton,27,26,10818181,11454545
2/10/2016,Man United,Stoke,25,28,26818181,11045454
1/10/2016,Sunderland,West Brom,25,28,5000000,4636363
1/10/2016,Swansea,Liverpool,27,25,5545454,22454545
2/10/2016,Tottenham,Man City,25,28,27272727,13909090
1/10/2016,Watford,Bournemouth,29,27,5000000,7227272
1/10/2016,West Ham,Middlesbrough,27,26,7772727,6590909
15/10/2016,Arsenal,Swansea,27,27,13545454,6090909
15/10/2016,Bournemouth,Hull,27,27,7227272,6590909
15/10/2016,Chelsea,Leicester,26,27,28818181,8636363
15/10/2016,Crystal Palace,West Ham,27,26,8409090,11000000
17/10/2016,Liverpool,Man United,25,26,20818181,24545454
15/10/2016,Man City,Everton,26,28,19636363,14045454
16/10/2016,Middlesbrough,Watford,27,28,5227272,5045454
16/10/2016,Southampton,Burnley,26,27,11000000,4863636
15/10/2016,Stoke,Sunderland,28,25,10727272,6545454
15/10/2016,West Brom,Tottenham,28,25,4636363,27000000
22/10/2016,Arsenal,Middlesbrough,26,26,11545454,2500000
22/10/2016,Bournemouth,Tottenham,26,25,7636363,24545454
22/10/2016,Burnley,Everton,27,28,4318181,14954545
23/10/2016,Chelsea,Man United,26,25,28818181,25181818
22/10/2016,Hull,Stoke,28,28,6000000,10727272
22/10/2016,Leicester,Crystal Palace,28,27,10909090,9772727
22/10/2016,Liverpool,West Brom,25,29,21272727,4100000
23/10/2016,Man City,Southampton,26,26,21181818,10795454
22/10/2016,Swansea,Watford,26,29,4931818,4909090
22/10/2016,West Ham,Sunderland,26,26,10363636,6181818
29/10/2016,Crystal Palace,Liverpool,27,24,9045454,21090909
30/10/2016,Everton,West Ham,27,26,16136363,10090909
29/10/2016,Man United,Burnley,25,27,26090909,5136363
29/10/2016,Middlesbrough,Bournemouth,26,26,4272727,7545454
30/10/2016,Southampton,Chelsea,26,26,12545454,28818181
31/10/2016,Stoke,Swansea,28,27,10772727,6590909
29/10/2016,Sunderland,Arsenal,27,25,5954545,9454545
29/10/2016,Tottenham,Leicester,25,28,23454545,10000000
29/10/2016,Watford,Hull,29,26,5318181,5090909
29/10/2016,West Brom,Man City,29,28,3918181,14363636
6/11/2016,Arsenal,Tottenham,26,25,13818181,24272727
5/11/2016,Bournemouth,Sunderland,26,26,7136363,5454545
5/11/2016,Burnley,Crystal Palace,26,28,5272727,9272727
5/11/2016,Chelsea,Everton,26,28,28818181,14681818
6/11/2016,Hull,Southampton,26,27,5090909,12818181
6/11/2016,Leicester,West Brom,28,29,10000000,3818181
6/11/2016,Liverpool,Watford,25,29,20363636,5954545
5/11/2016,Man City,Middlesbrough,28,26,15727272,5181818
6/11/2016,Swansea,Man United,27,28,4840909,21136363
5/11/2016,West Ham,Stoke,27,28,8909090,8727272
19/11/2016,Crystal Palace,Man City,27,29,9454545,16727272
19/11/2016,Everton,Swansea,28,26,16090909,6045454
19/11/2016,Man United,Arsenal,25,27,25318181,14272727
20/11/2016,Middlesbrough,Chelsea,26,26,4909090,28818181
19/11/2016,Southampton,Liverpool,26,25,11272727,21545454
19/11/2016,Stoke,Bournemouth,27,26,10545454,6863636
19/11/2016,Sunderland,Hull,25,27,6090909,6227272
19/11/2016,Tottenham,West Ham,25,26,25181818,10136363
19/11/2016,Watford,Leicester,29,28,5318181,8272727
21/11/2016,West Brom,Burnley,29,27,3818181,4772727
27/11/2016,Arsenal,Bournemouth,27,25,12772727,3954545
26/11/2016,Burnley,Man City,28,29,4522727,8818181
26/11/2016,Chelsea,Tottenham,26,25,28818181,25818181
26/11/2016,Hull,West Brom,27,29,6227272,3818181
26/11/2016,Leicester,Middlesbrough,28,26,7727272,4909090
26/11/2016,Liverpool,Sunderland,25,27,21545454,5727272
27/11/2016,Man United,West Ham,26,27,24454545,10045454
27/11/2016,Southampton,Everton,24,29,9409090,14863636
26/11/2016,Swansea,Crystal Palace,26,27,6045454,8909090
27/11/2016,Watford,Stoke,29,28,5318181,6818181
4/12/2016,Bournemouth,Liverpool,26,25,7045454,16909090
3/12/2016,Crystal Palace,Southampton,28,25,8227272,10727272
4/12/2016,Everton,Man United,28,27,15681818,25045454
3/12/2016,Man City,Chelsea,27,26,15090909,25636363
5/12/2016,Middlesbrough,Hull,26,27,5363636,6454545
3/12/2016,Stoke,Burnley,28,28,6818181,5386363
3/12/2016,Sunderland,Leicester,26,28,6181818,9363636
3/12/2016,Tottenham,Swansea,25,26,27727272,6409090
3/12/2016,West Brom,Watford,29,29,3818181,4727272
3/12/2016,West Ham,Arsenal,26,27,8500000,14090909
10/12/2016,Arsenal,Stoke,27,27,14090909,7954545
10/12/2016,Burnley,Bournemouth,28,26,5136363,4272727
11/12/2016,Chelsea,West Brom,26,29,28818181,3818181
10/12/2016,Hull,Crystal Palace,27,28,5636363,7863636
10/12/2016,Leicester,Man City,28,28,9363636,15818181
11/12/2016,Liverpool,West Ham,25,26,19454545,9863636
11/12/2016,Man United,Tottenham,27,25,25045454,28636363
11/12/2016,Southampton,Middlesbrough,25,26,9977272,6590909
10/12/2016,Swansea,Sunderland,27,27,5681818,6136363
10/12/2016,Watford,Everton,30,28,3409090,13045454
13/12/2016,Bournemouth,Leicester,26,27,6818181,9181818
14/12/2016,Crystal Palace,Man United,28,27,8000000,25954545
14/12/2016,Middlesbrough,Liverpool,25,26,5363636,17863636
14/12/2016,Sunderland,Chelsea,26,27,7409090,21727272
14/12/2016,West Brom,Swansea,30,28,4100000,5818181
14/12/2016,West Ham,Burnley,26,27,10772727,5500000
13/12/2016,Everton,Arsenal,28,26,14272727,11363636
14/12/2016,Man City,Watford,29,28,16090909,4409090
14/12/2016,Stoke,Southampton,29,26,8045454,11090909
14/12/2016,Tottenham,Hull,25,27,32727272,5636363
18/12/2016,Bournemouth,Southampton,26,24,6818181,11000000
17/12/2016,Crystal Palace,Chelsea,28,26,8136363,29181818
19/12/2016,Everton,Liverpool,27,26,15181818,17863636
18/12/2016,Man City,Arsenal,28,26,15000000,12272727
17/12/2016,Middlesbrough,Swansea,26,27,5363636,5681818
17/12/2016,Stoke,Leicester,28,28,6090909,10272727
17/12/2016,Sunderland,Watford,25,30,8136363,3954545
18/12/2016,Tottenham,Burnley,24,27,28090909,5318181
17/12/2016,West Brom,Man United,29,28,4190909,21590909
17/12/2016,West Ham,Hull,26,28,10772727,5954545
26/12/2016,Arsenal,West Brom,26,29,12181818,4727272
26/12/2016,Burnley,Middlesbrough,27,27,5727272,5227272
26/12/2016,Chelsea,Bournemouth,27,27,27181818,6363636
26/12/2016,Hull,Man City,28,28,5954545,19727272
26/12/2016,Leicester,Everton,27,27,6868181,11772727
27/12/2016,Liverpool,Stoke,26,29,17863636,6227272
26/12/2016,Man United,Sunderland,27,26,23863636,6500000
28/12/2016,Southampton,Tottenham,26,25,11000000,29545454
26/12/2016,Swansea,West Ham,27,27,4795454,8590909
26/12/2016,Watford,Crystal Palace,30,28,3590909,8454545
1/01/2017,Arsenal,Crystal Palace,26,27,12000000,9000000
31/12/2016,Burnley,Sunderland,28,28,5318181,5636363
31/12/2016,Chelsea,Stoke,27,29,26000000,6636363
30/12/2016,Hull,Everton,28,28,5590909,14045454
31/12/2016,Leicester,West Ham,26,27,9954545,8590909
31/12/2016,Liverpool,Man City,26,28,18136363,19818181
31/12/2016,Man United,Middlesbrough,26,27,28363636,5318181
31/12/2016,Southampton,West Brom,26,29,9977272,4727272
31/12/2016,Swansea,Bournemouth,27,26,6545454,6500000
1/01/2017,Watford,Tottenham,29,24,3772727,27181818
3/01/2017,Bournemouth,Arsenal,26,26,4045454,17181818
3/01/2017,Crystal Palace,Swansea,28,27,8772727,5909090
2/01/2017,Everton,Southampton,25,25,13000000,7522727
2/01/2017,Man City,Burnley,28,27,15000000,5227272
2/01/2017,Middlesbrough,Leicester,25,28,5000000,8181818
3/01/2017,Stoke,Watford,29,29,6590909,3409090
2/01/2017,Sunderland,Liverpool,27,26,6818181,17409090
4/01/2017,Tottenham,Chelsea,25,27,30909090,28818181
2/01/2017,West Brom,Hull,29,28,5181818,5454545
2/01/2017,West Ham,Man United,26,27,10318181,23409090
14/01/2017,Burnley,Southampton,27,25,5590909,11000000
15/01/2017,Everton,Man City,26,28,12681818,17636363
14/01/2017,Hull,Bournemouth,27,26,5727272,7181818
14/01/2017,Leicester,Chelsea,26,27,8863636,27181818
15/01/2017,Man United,Liverpool,27,25,25045454,17318181
14/01/2017,Sunderland,Stoke,26,29,6636363,7954545
14/01/2017,Swansea,Arsenal,27,27,5704545,17000000
14/01/2017,Tottenham,West Brom,25,30,30909090,4645454
14/01/2017,Watford,Middlesbrough,29,27,3954545,5500000
14/01/2017,West Ham,Crystal Palace,27,28,9681818,7954545
22/01/2017,Arsenal,Burnley,27,27,17000000,5590909
21/01/2017,Bournemouth,Watford,26,28,7681818,5181818
22/01/2017,Chelsea,Hull,27,27,28818181,4772727
21/01/2017,Crystal Palace,Everton,28,26,8000000,12681818
21/01/2017,Liverpool,Swansea,26,27,22227272,7590909
21/01/2017,Man City,Tottenham,28,25,15000000,29000000
21/01/2017,Middlesbrough,West Ham,26,26,5409090,9909090
22/01/2017,Southampton,Leicester,25,27,11090909,8454545
21/01/2017,Stoke,Man United,29,27,7954545,26909090
21/01/2017,West Brom,Sunderland,29,27,4545454,6250000
31/01/2017,Arsenal,Watford,27,28,15181818,5363636
31/01/2017,Bournemouth,Crystal Palace,26,28,7363636,9818181
31/01/2017,Burnley,Leicester,28,27,5590909,10181818
1/02/2017,Man United,Hull,27,26,24863636,6272727
31/01/2017,Middlesbrough,West Brom,27,29,2909090,4545454
31/01/2017,Sunderland,Tottenham,27,25,3954545,26545454
31/01/2017,Swansea,Southampton,27,26,7590909,10045454
01/02/17,West Ham,Man City,25,26,9000000,24013000
31/01/2017,Liverpool,Chelsea,26,27,24181818,29181818
1/02/2017,Stoke,Everton,29,25,6545454,16545454
4/02/2017,Chelsea,Arsenal,27,26,28818181,10636363
4/02/2017,Crystal Palace,Sunderland,28,27,9818181,5045454
4/02/2017,Everton,Bournemouth,26,27,16136363,6545454
4/02/2017,Hull,Liverpool,26,26,3227272,20727272
5/02/2017,Leicester,Man United,28,26,11000000,28545454
5/02/2017,Man City,Swansea,27,27,21318181,7590909
4/02/2017,Southampton,West Ham,25,27,9045454,8772727
4/02/2017,Tottenham,Middlesbrough,24,26,26909090,5454545
4/02/2017,Watford,Burnley,29,28,4409090,5318181
4/02/2017,West Brom,Stoke,29,29,5454545,6545454
11/02/2017,Arsenal,Hull,26,26,10363636,6500000
13/02/2017,Bournemouth,Man City,27,27,7090909,21681818
12/02/2017,Burnley,Chelsea,27,27,5772727,28818181
11/02/2017,Liverpool,Tottenham,26,24,21909090,26909090
11/02/2017,Man United,Watford,26,29,30000000,4500000
11/02/2017,Middlesbrough,Everton,26,25,5454545,17000000
11/02/2017,Stoke,Crystal Palace,29,27,6727272,10000000
