Date,HomeTeam,AwayTeam,HomeAverageAge,AwayAverageAge,HomeAverageValue,AwayAverageValue
11/02/2017,Sunderland,Southampton,27,25,4863636,9681818
12/02/2017,Swansea,Leicester,27,27,7681818,10181818
11/02/2017,West Ham,West Brom,27,29,9227272,5454545
25/02/2017,Chelsea,Swansea,27,27,25636363,7590909
25/02/2017,Crystal Palace,Middlesbrough,27,27,13363636,3136363
25/02/2017,Everton,Sunderland,25,27,17000000,5727272
25/02/2017,Hull,Burnley,28,27,3363636,5772727
27/02/2017,Leicester,Liverpool,28,26,10000000,20727272
27/04/2017,Man City,Man United,28,26,15909090,21863636
10/05/2017,Southampton,Arsenal,26,26,9681818,13818181
26/02/2017,Tottenham,Stoke,25,29,29454545,6727272
25/02/2017,Watford,West Ham,29,27,5000000,9227272
25/02/2017,West Brom,Bournemouth,29,27,5272727,6772727
4/03/2017,Leicester,Hull,28,26,10000000,6681818
4/03/2017,Liverpool,Arsenal,26,26,20409090,15363636
4/03/2017,Man United,Bournemouth,27,27,23954545,4409090
4/03/2017,Stoke,Middlesbrough,29,27,7000000,3227272
5/03/2017,Sunderland,Man City,27,29,6181818,13045454
4/03/2017,Swansea,Burnley,27,28,7818181,5795454
5/03/2017,Tottenham,Everton,25,27,29454545,16681818
4/03/2017,Watford,Southampton,29,25,4909090,9681818
4/03/2017,West Brom,Crystal Palace,29,27,5272727,13363636
6/03/2017,West Ham,Chelsea,27,27,8500000,25636363
26/04/2017,Arsenal,Leicester,27,28,12272727,9727272
11/03/2017,Bournemouth,West Ham,27,27,4272727,8681818
20/08/2016,Burnley,Liverpool,27,26,5500000,22681818
15/05/2017,Chelsea,Watford,25,28,15909090,3727272
26/04/2017,Crystal Palace,Tottenham,26,25,12090909,29454545
11/03/2017,Everton,West Brom,28,29,15318181,5090909
11/03/2017,Hull,Swansea,26,28,5500000,7227272
8/03/2017,Man City,Stoke,29,28,8954545,7909090
26/04/2017,Middlesbrough,Sunderland,27,27,5772727,5272727
17/05/2017,Southampton,Man United,25,26,8136363,18454545
18/03/2017,Bournemouth,Swansea,27,26,4227272,7204545
18/03/2017,Crystal Palace,Watford,26,28,13181818,5363636
18/03/2017,Everton,Hull,26,27,15636363,5090909
19/03/2017,Man City,Liverpool,28,26,17681818,20409090
19/03/2017,Middlesbrough,Man United,28,27,2818181,17318181
18/03/2017,Stoke,Chelsea,28,27,9272727,24909090
18/03/2017,Sunderland,Burnley,27,28,6454545,5318181
19/03/2017,Tottenham,Southampton,25,26,24000000,9681818
18/03/2017,West Brom,Arsenal,29,26,5090909,16090909
18/03/2017,West Ham,Leicester,26,28,7363636,9818181
2/04/2017,Arsenal,Man City,26,27,14272727,17681818
1/04/2017,Burnley,Tottenham,28,24,5318181,23727272
1/04/2017,Chelsea,Crystal Palace,27,27,27181818,13181818
1/04/2017,Hull,West Ham,27,27,5818181,6727272
1/04/2017,Leicester,Stoke,27,28,10090909,9545454
1/04/2017,Liverpool,Everton,26,25,20000000,12136363
1/04/2017,Man United,West Brom,26,29,19227272,5090909
1/04/2017,Southampton,Bournemouth,26,27,9227272,4227272
2/04/2017,Swansea,Middlesbrough,26,27,7954545,2636363
1/04/2017,Watford,Sunderland,28,27,4454545,6227272
5/04/2017,Arsenal,West Ham,25,27,12363636,6000000
4/04/2017,Burnley,Stoke,28,28,5772727,9045454
5/04/2017,Hull,Middlesbrough,26,27,6227272,3090909
4/04/2017,Leicester,Sunderland,27,27,10090909,5454545
4/04/2017,Man United,Everton,27,27,18045454,13409090
5/04/2017,Swansea,Tottenham,27,26,7727272,21727272
4/04/2017,Watford,West Brom,28,29,4454545,5090909
5/04/2017,Chelsea,Man City,27,28,25363636,16318181
5/04/2017,Liverpool,Bournemouth,26,27,19136363,7545454
5/04/2017,Southampton,Crystal Palace,26,26,7386363,12818181
8/04/2017,Bournemouth,Chelsea,27,27,7272727,28818181
10/04/2017,Crystal Palace,Arsenal,26,25,12818181,12363636
9/04/2017,Everton,Leicester,25,26,16590909,8227272
8/04/2017,Man City,Hull,28,27,12363636,5909090
8/04/2017,Middlesbrough,Burnley,28,27,3136363,5954545
8/04/2017,Stoke,Liverpool,28,24,10500000,13363636
9/04/2017,Sunderland,Man United,27,26,5136363,23636363
8/04/2017,Tottenham,Watford,25,27,21090909,3954545
8/04/2017,West Brom,Southampton,29,25,5727272,8590909
8/04/2017,West Ham,Swansea,27,27,6545454,7727272
15/04/2017,Crystal Palace,Leicester,26,28,12818181,9181818
15/04/2017,Everton,Burnley,26,28,17272727,5454545
16/04/2017,Man United,Chelsea,26,27,23818181,25000000
17/04/2017,Middlesbrough,Arsenal,28,27,2863636,14000000
15/04/2017,Southampton,Man City,25,29,8772727,13000000
15/04/2017,Stoke,Hull,28,27,9500000,6909090
15/04/2017,Sunderland,West Ham,27,27,5272727,5636363
15/04/2017,Tottenham,Bournemouth,25,27,27181818,7227272
15/04/2017,Watford,Swansea,28,27,4500000,6318181
16/04/2017,West Brom,Liverpool,29,26,6000000,21090909
16/05/2017,Arsenal,Sunderland,26,28,14454545,4636363
22/04/2017,Bournemouth,Middlesbrough,27,27,4272727,5181818
23/04/2017,Burnley,Man United,27,26,5954545,25727272
25/04/2017,Chelsea,Southampton,27,26,26272727,9681818
22/04/2017,Hull,Watford,27,28,6409090,4727272
18/05/2017,Leicester,Tottenham,27,25,9227272,24909090
23/04/2017,Liverpool,Crystal Palace,26,27,21090909,10727272
16/05/2017,Man City,West Brom,28,29,16045454,5545454
22/04/2017,Swansea,Stoke,27,28,7295454,11681818
22/04/2017,West Ham,Everton,26,27,4272727,17000000
29/04/2017,Crystal Palace,Burnley,27,27,9636363,4727272
30/04/2017,Everton,Chelsea,26,27,13636363,28818181
30/04/2017,Man United,Swansea,25,27,20318181,6568181
30/04/2017,Middlesbrough,Man City,27,28,5772727,13318181
29/04/2017,Southampton,Hull,26,27,11045454,6409090
29/04/2017,Stoke,West Ham,27,26,11409090,4272727
29/04/2017,Sunderland,Bournemouth,27,27,4500000,4545454
30/04/2017,Tottenham,Arsenal,25,28,27636363,14272727
1/05/2017,Watford,Liverpool,28,26,4818181,21090909
29/04/2017,West Brom,Leicester,29,28,5454545,9818181
7/05/2017,Arsenal,Man United,27,26,13090909,20590909
6/05/2017,Bournemouth,Stoke,27,28,3954545,8681818
6/05/2017,Burnley,West Brom,27,29,3136363,4204545
8/05/2017,Chelsea,Middlesbrough,27,26,28818181,5454545
6/05/2017,Hull,Sunderland,26,26,6227272,4568181
6/05/2017,Leicester,Watford,28,27,9818181,4545454
7/05/2017,Liverpool,Southampton,26,26,21090909,9681818
6/05/2017,Man City,Crystal Palace,28,26,19227272,11000000
6/05/2017,Swansea,Everton,28,27,6954545,10863636
5/05/2017,West Ham,Tottenham,27,25,5318181,29454545
13/05/2017,Bournemouth,Burnley,27,27,3954545,3136363
14/05/2017,Crystal Palace,Hull,27,28,10727272,4818181
12/05/2017,Everton,Watford,26,29,17272727,3909090
13/05/2017,Man City,Leicester,28,27,19227272,9045454
13/05/2017,Middlesbrough,Southampton,27,26,6363636,8545454
13/05/2017,Stoke,Arsenal,28,27,9045454,13727272
13/05/2017,Sunderland,Swansea,27,28,4772727,6954545
14/05/2017,Tottenham,Man United,25,26,27636363,19409090
12/05/2017,West Brom,Chelsea,29,27,3750000,28818181
14/05/2017,West Ham,Liverpool,26,26,5136363,21090909
21/05/2017,Arsenal,Everton,27,26,13363636,16818181
21/05/2017,Burnley,West Ham,26,27,4363636,6863636
21/05/2017,Chelsea,Sunderland,28,27,24636363,5727272
21/05/2017,Hull,Tottenham,27,25,4068181,27636363
21/05/2017,Leicester,Bournemouth,27,26,10681818,3295454
21/05/2017,Liverpool,Middlesbrough,26,27,23454545,6272727
21/05/2017,Man United,Crystal Palace,22,27,13372727,10545454
21/05/2017,Southampton,Stoke,26,27,9500000,7818181
21/05/2017,Swansea,West Brom,27,29,7000000,4636363
21/05/2017,Watford,Man City,27,28,4181818,15136363
11/08/2017,Arsenal,Leicester,25,28,15090909,14590909
12/08/2017,Brighton,Man City,26,27,3522727,41363636
12/08/2017,Chelsea,Burnley,26,27,19500000,7727272
12/08/2017,Crystal Palace,Huddersfield,25,24,8636363,3590909
12/08/2017,Everton,Stoke,26,27,12681818,10590909
13/08/2017,Man United,West Ham,26,27,48727272,9818181
13/08/2017,Newcastle,Tottenham,25,25,6590909,46363636
12/08/2017,Southampton,Swansea,26,27,10090909,6863636
12/08/2017,Watford,Liverpool,28,25,4045454,34545454
12/08/2017,West Brom,Bournemouth,27,27,4727272,5272727
19/08/2017,Bournemouth,Watford,25,27,6181818,5590909
19/08/2017,Burnley,West Brom,27,28,7727272,4590909
20/08/2017,Huddersfield,Newcastle,25,24,3818181,6454545
19/08/2017,Leicester,Brighton,28,27,14590909,3727272
19/08/2017,Liverpool,Crystal Palace,26,26,22136363,7545454
21/08/2017,Man City,Everton,26,26,39545454,13318181
19/08/2017,Stoke,Arsenal,27,26,9863636,19909090
19/08/2017,Swansea,Man United,26,26,7590909,48727272
20/08/2017,Tottenham,Chelsea,26,25,49272727,19727272
31/03/2018,West Ham,Southampton,27,25,10000000,10500000
26/08/2017,Bournemouth,Man City,27,26,4818181,48636363
27/08/2017,Chelsea,Everton,27,26,18363636,14227272
26/08/2017,Crystal Palace,Swansea,27,26,8090909,7590909
26/08/2017,Huddersfield,Southampton,25,26,3818181,11454545
27/08/2017,Liverpool,Arsenal,24,26,34727272,12545454
26/08/2017,Man United,Leicester,26,28,48727272,14590909
26/08/2017,Newcastle,West Ham,24,27,5909090,9000000
27/08/2017,Tottenham,Burnley,26,27,46545454,7090909
26/08/2017,Watford,Brighton,27,27,6227272,4250000
27/08/2017,West Brom,Stoke,29,27,4545454,10772727
9/09/2017,Arsenal,Bournemouth,27,26,21272727,5136363
9/09/2017,Brighton,West Brom,27,28,4250000,6909090
10/09/2017,Burnley,Crystal Palace,27,27,8454545,6909090
9/09/2017,Everton,Tottenham,27,25,15500000,48181818
9/09/2017,Leicester,Chelsea,27,26,17318181,15454545
9/09/2017,Man City,Liverpool,26,25,44090909,33045454
9/09/2017,Southampton,Watford,25,27,10545454,5818181
9/09/2017,Stoke,Man United,27,25,10772727,48000000
10/09/2017,Swansea,Newcastle,25,25,9181818,6000000
11/09/2017,West Ham,Huddersfield,29,25,8454545,3818181
15/09/2017,Bournemouth,Brighton,28,26,4409090,4272727
17/09/2017,Chelsea,Arsenal,27,26,19727272,22636363
16/09/2017,Crystal Palace,Southampton,26,27,6909090,11636363
16/09/2017,Huddersfield,Leicester,26,26,3909090,16090909
16/09/2017,Liverpool,Burnley,25,27,42590909,8727272
17/09/2017,Man United,Everton,26,27,40636363,15636363
16/09/2017,Newcastle,Stoke,25,26,6181818,11454545
16/09/2017,Tottenham,Swansea,25,25,45909090,8681818
16/09/2017,Watford,Man City,27,26,6318181,50454545
16/09/2017,West Brom,West Ham,29,29,7454545,8454545
25/09/2017,Arsenal,West Brom,27,28,20818181,6818181
24/09/2017,Brighton,Newcastle,27,25,4250000,6181818
23/09/2017,Burnley,Huddersfield,27,26,9636363,4045454
23/09/2017,Everton,Bournemouth,26,27,14318181,4636363
23/09/2017,Leicester,Liverpool,27,25,15272727,43636363
23/09/2017,Man City,Crystal Palace,26,26,43181818,9454545
23/09/2017,Southampton,Man United,27,26,11636363,40636363
23/09/2017,Stoke,Chelsea,27,25,7772727,19727272
23/09/2017,Swansea,Watford,26,27,6681818,6045454
23/09/2017,West Ham,Tottenham,29,25,10454545,48181818
1/10/2017,Arsenal,Brighton,25,26,20545454,3068181
30/09/2017,Bournemouth,Leicester,28,27,5454545,12272727
30/09/2017,Chelsea,Man City,25,25,24090909,48181818
1/10/2017,Everton,Burnley,26,27,13772727,9636363
30/09/2017,Huddersfield,Tottenham,26,24,4318181,47909090
30/09/2017,Man United,Crystal Palace,27,28,39090909,8000000
1/10/2017,Newcastle,Liverpool,25,25,7363636,36363636
30/09/2017,Stoke,Southampton,27,27,11500000,19363636
30/09/2017,West Brom,Watford,29,27,7090909,5590909
30/09/2017,West Ham,Swansea,29,26,8272727,8727272
15/10/2017,Brighton,Everton,27,26,4295454,14954545
14/10/2017,Burnley,West Ham,27,28,9636363,11727272
14/10/2017,Crystal Palace,Chelsea,28,27,10840909,31090909
16/10/2017,Leicester,West Brom,27,28,16181818,7545454
14/10/2017,Liverpool,Man United,25,27,43636363,38909090
14/10/2017,Man City,Stoke,25,26,48181818,9136363
15/10/2017,Southampton,Newcastle,26,25,20090909,7272727
14/10/2017,Swansea,Huddersfield,27,26,7181818,3909090
14/10/2017,Tottenham,Bournemouth,25,27,45636363,6045454
14/10/2017,Watford,Arsenal,28,27,6545454,17272727
21/10/2017,Chelsea,Watford,27,28,25000000,6090909
22/10/2017,Everton,Arsenal,26,28,13409090,17727272
21/10/2017,Huddersfield,Man United,26,27,4136363,37545454
21/10/2017,Man City,Burnley,26,27,37272727,9636363
21/10/2017,Newcastle,Crystal Palace,25,28,7272727,10840909
21/10/2017,Southampton,West Brom,27,28,18818181,7727272
21/10/2017,Stoke,Bournemouth,28,25,8454545,6272727
21/10/2017,Swansea,Leicester,26,28,8272727,15363636
22/10/2017,Tottenham,Liverpool,25,25,43818181,42272727
20/10/2017,West Ham,Brighton,27,27,11090909,3613636
28/10/2017,Arsenal,Swansea,28,26,17727272,7136363
28/10/2017,Bournemouth,Chelsea,27,26,5954545,25454545
29/10/2017,Brighton,Southampton,27,26,3613636,18636363
30/10/2017,Burnley,Newcastle,27,26,8454545,6636363
28/10/2017,Crystal Palace,West Ham,27,28,9659090,8454545
29/10/2017,Leicester,Everton,26,27,16454545,11045454
28/10/2017,Liverpool,Huddersfield,26,27,34409090,4181818
28/10/2017,Man United,Tottenham,26,25,41181818,35909090
28/10/2017,Watford,Stoke,28,26,5772727,12090909
28/10/2017,West Brom,Man City,29,25,6181818,44545454
5/11/2017,Chelsea,Man United,26,26,25909090,41181818
5/11/2017,Everton,Watford,26,27,14590909,6409090
4/11/2017,Huddersfield,West Brom,26,29,4772727,6181818
5/11/2017,Man City,Arsenal,26,27,40909090,14636363
4/11/2017,Newcastle,Bournemouth,25,27,8181818,5545454
4/11/2017,Southampton,Burnley,26,26,19545454,9363636
4/11/2017,Stoke,Leicester,26,27,12090909,16272727
4/11/2017,Swansea,Brighton,26,27,7136363,3613636
5/11/2017,Tottenham,Crystal Palace,24,26,35090909,9477272
4/11/2017,West Ham,Liverpool,27,25,9363636,30772727
18/11/2017,Arsenal,Tottenham,27,25,19909090,44545454
18/11/2017,Bournemouth,Huddersfield,27,26,5545454,4136363
20/11/2017,Brighton,Stoke,27,27,3613636,10181818
18/11/2017,Burnley,Swansea,27,26,8454545,8772727
18/11/2017,Crystal Palace,Everton,27,26,10022727,14954545
18/11/2017,Leicester,Man City,27,25,16636363,49090909
18/11/2017,Liverpool,Southampton,26,26,38954545,19818181
18/11/2017,Man United,Newcastle,26,25,43909090,7454545
19/11/2017,Watford,West Ham,27,28,6818181,11181818
18/11/2017,West Brom,Chelsea,29,26,7000000,25909090
26/11/2017,Burnley,Arsenal,27,26,8454545,21272727
25/11/2017,Crystal Palace,Stoke,26,27,10636363,10181818
26/11/2017,Huddersfield,Man City,26,27,4454545,37272727
25/11/2017,Liverpool,Chelsea,26,25,33500000,27727272
25/11/2017,Man United,Brighton,26,27,43909090,4068181
25/11/2017,Newcastle,Watford,26,27,6818181,6818181
26/11/2017,Southampton,Everton,26,27,17363636,13772727
25/11/2017,Swansea,Bournemouth,26,26,7681818,5772727
25/11/2017,Tottenham,West Brom,24,28,44272727,5409090
24/11/2017,West Ham,Leicester,27,27,11181818,16636363
29/11/2017,Arsenal,Huddersfield,27,26,19909090,3181818
29/11/2017,Bournemouth,Burnley,27,27,5545454,9045454
28/11/2017,Brighton,Crystal Palace,28,26,3840909,12090909
28/11/2017,Leicester,Tottenham,27,25,15636363,45000000
28/11/2017,Watford,Man United,26,26,6500000,40090909
28/11/2017,West Brom,Newcastle,28,24,4318181,6045454
29/11/2017,Chelsea,Swansea,26,26,21090909,7681818
29/11/2017,Everton,West Ham,25,27,13136363,10272727
29/11/2017,Man City,Southampton,26,26,41818181,19000000
29/11/2017,Stoke,Liverpool,29,24,8727272,19545454
2/12/2017,Arsenal,Man United,27,26,19909090,40090909
3/12/2017,Bournemouth,Southampton,27,26,5863636,18454545
2/12/2017,Brighton,Liverpool,27,25,3613636,44090909
2/12/2017,Chelsea,Newcastle,25,25,26363636,5681818
2/12/2017,Everton,Huddersfield,25,26,13136363,4227272
2/12/2017,Leicester,Burnley,26,27,16909090,9045454
3/12/2017,Man City,West Ham,26,25,39545454,8272727
2/12/2017,Stoke,Swansea,28,26,10636363,7863636
2/12/2017,Watford,Tottenham,27,25,6045454,42909090
2/12/2017,West Brom,Crystal Palace,28,27,4590909,10931818
9/12/2017,Burnley,Watford,27,27,7727272,6590909
9/12/2017,Crystal Palace,Bournemouth,26,27,11295454,6045454
9/12/2017,Huddersfield,Brighton,26,27,3681818,3522727
10/12/2017,Liverpool,Everton,25,25,23500000,12954545
10/12/2017,Man United,Man City,26,26,40545454,44545454
9/12/2017,Newcastle,Leicester,25,26,7409090,16909090
10/12/2017,Southampton,Arsenal,26,28,18636363,17727272
9/12/2017,Swansea,West Brom,28,27,5500000,4727272
9/12/2017,Tottenham,Stoke,25,26,44272727,11454545
9/12/2017,West Ham,Chelsea,27,26,10454545,25909090
12/12/2017,Burnley,Stoke,27,28,7727272,10590909
12/12/2017,Crystal Palace,Watford,26,28,10386363,5409090
12/12/2017,Huddersfield,Chelsea,26,25,3727272,29727272
13/12/2017,Man United,Bournemouth,25,26,36181818,5454545
13/12/2017,Swansea,Man City,27,27,6090909,40909090
13/12/2017,West Ham,Arsenal,27,27,10454545,12909090
13/12/2017,Liverpool,West Brom,25,28,40954545,5409090
13/12/2017,Newcastle,Everton,25,26,8500000,13590909
13/12/2017,Southampton,Leicester,27,27,19090909,14818181
13/12/2017,Tottenham,Brighton,25,27,39090909,4045454
16/12/2017,Arsenal,Newcastle,26,24,15090909,6363636
17/12/2017,Bournemouth,Liverpool,27,26,5863636,40318181
16/12/2017,Brighton,Burnley,27,27,4068181,8590909
16/12/2017,Chelsea,Southampton,26,25,31090909,9727272
18/12/2017,Everton,Swansea,26,27,13590909,6318181
16/12/2017,Leicester,Crystal Palace,26,27,16909090,9840909
16/12/2017,Man City,Tottenham,26,25,36363636,44727272
16/12/2017,Stoke,West Ham,28,28,9681818,9909090
16/12/2017,Watford,Huddersfield,28,26,5318181,3909090
17/12/2017,West Brom,Man United,27,27,6318181,37545454
22/12/2017,Arsenal,Liverpool,26,25,15090909,40318181
23/12/2017,Brighton,Watford,27,28,3250000,6727272
23/12/2017,Burnley,Tottenham,27,25,7454545,44545454
23/12/2017,Everton,Chelsea,25,25,14000000,29727272
23/12/2017,Leicester,Man United,27,26,16636363,42272727
23/12/2017,Man City,Bournemouth,27,25,37272727,5045454
23/12/2017,Southampton,Huddersfield,25,26,10000000,4454545
23/12/2017,Stoke,West Brom,27,29,11227272,3909090
23/12/2017,Swansea,Crystal Palace,27,27,7227272,9204545
23/12/2017,West Ham,Newcastle,28,26,8000000,6181818
26/12/2017,Bournemouth,West Ham,25,28,7363636,7909090
26/12/2017,Chelsea,Brighton,26,26,22272727,4000000
28/12/2017,Crystal Palace,Arsenal,27,26,10659090,17727272
26/12/2017,Huddersfield,Stoke,26,27,3727272,11227272
26/12/2017,Liverpool,Swansea,25,27,41227272,5681818
26/12/2017,Man United,Burnley,26,27,40818181,6545454
27/12/2017,Newcastle,Man City,25,27,5290909,39545454
26/12/2017,Tottenham,Southampton,25,25,43363636,10181818
26/12/2017,Watford,Leicester,27,27,5636363,15727272
26/12/2017,West Brom,Everton,29,24,6272727,13863636
30/12/2017,Bournemouth,Everton,25,26,7363636,13363636
30/12/2017,Chelsea,Stoke,27,26,19272727,6136363
31/12/2017,Crystal Palace,Man City,26,25,11181818,40454545
30/12/2017,Huddersfield,Burnley,26,27,4590909,6545454
30/12/2017,Liverpool,Leicester,25,27,41545454,16636363
30/12/2017,Man United,Southampton,26,25,42454545,7227272
30/12/2017,Newcastle,Brighton,25,27,7818181,4068181
4/01/2018,Tottenham,West Ham,25,27,44545454,8000000
30/12/2017,Watford,Swansea,27,26,5181818,9090909
31/12/2017,West Brom,Arsenal,29,26,6272727,19090909
3/01/2018,Arsenal,Chelsea,25,26,15363636,25909090
1/01/2018,Brighton,Bournemouth,27,26,4181818,7590909
1/01/2018,Burnley,Liverpool,27,25,7681818,11681818
1/01/2018,Everton,Man United,25,25,13954545,37545454
1/01/2018,Leicester,Huddersfield,27,26,16045454,3500000
2/01/2018,Man City,Watford,26,27,40909090,6000000
2/01/2018,Southampton,Crystal Palace,26,26,7590909,11090909
1/01/2018,Stoke,Newcastle,27,25,10909090,7136363
2/01/2018,Swansea,Tottenham,27,25,6727272,31727272
2/01/2018,West Ham,West Brom,27,28,9363636,7227272
14/01/2018,Bournemouth,Arsenal,25,24,6772727,18090909
13/01/2018,Chelsea,Leicester,26,26,22272727,15500000
13/01/2018,Crystal Palace,Burnley,26,27,9727272,7954545
13/01/2018,Huddersfield,West Ham,26,28,4318181,8545454
14/01/2018,Liverpool,Man City,24,26,33818181,38181818
15/01/2018,Man United,Stoke,26,26,43727272,9909090
13/01/2018,Newcastle,Swansea,26,26,7272727,5227272
13/01/2018,Tottenham,Everton,25,26,42909090,15000000
13/01/2018,Watford,Southampton,27,26,6090909,7590909
13/01/2018,West Brom,Brighton,29,28,7090909,3613636
20/01/2018,Arsenal,Crystal Palace,27,27,18272727,10181818
20/01/2018,Brighton,Chelsea,26,26,3954545,25727272
20/01/2018,Burnley,Man United,27,27,7681818,43000000
20/01/2018,Everton,West Brom,25,29,16227272,7090909
20/01/2018,Leicester,Watford,26,27,15500000,5909090
20/01/2018,Man City,Newcastle,26,25,40181818,6636363
21/01/2018,Southampton,Tottenham,25,26,9045454,35227272
20/01/2018,Stoke,Huddersfield,27,25,10318181,4954545
22/01/2018,Swansea,Liverpool,27,24,5363636,41090909
20/01/2018,West Ham,Bournemouth,28,25,8545454,6772727
30/01/2018,Huddersfield,Liverpool,25,25,4227272,34727272
30/01/2018,Swansea,Arsenal,27,27,5363636,20545454
30/01/2018,West Ham,Crystal Palace,28,26,5727272,10636363
31/01/2018,Chelsea,Bournemouth,26,26,30454545,6727272
31/01/2018,Everton,Leicester,27,25,17000000,12772727
31/01/2018,Man City,West Brom,26,28,44727272,4545454
31/01/2018,Newcastle,Burnley,25,27,7000000,6272727
31/01/2018,Southampton,Brighton,26,26,7590909,3681818
31/01/2018,Stoke,Watford,28,27,10318181,7045454
31/01/2018,Tottenham,Man United,25,27,42909090,40272727
3/02/2018,Arsenal,Everton,27,26,20545454,18045454
